1622980873710 [Opening serial port: /dev/ttyTHS1.] 
1622980874018 [The robot is connected to ] [/dev/ttyTHS1] 
1622980874018 [Initial robot's topic...] 
1622980874023 [Start initializing navigation] 
1622980874023 [Start initializing navigation topic] 
1622980874146 [Initialization navigation topic finished] 
1622980874153 [Initialization navigation finished] 
1622980874228 [vl:0.0 vr:0.0 yaw:0.0] 
1622980874277 [vl:0.0 vr:0.0 yaw:0.0] 
1622980874320 [vl:0.0 vr:0.0 yaw:0.0] 
1622980874372 [vl:0.0 vr:0.0 yaw:0.0] 
1622980874422 [vl:0.0 vr:0.0 yaw:0.0] 
1622980874472 [vl:0.0 vr:0.0 yaw:0.0] 
1622980874516 [vl:0.0 vr:0.0 yaw:0.0] 
1622980874582 [vl:0.0 vr:0.0 yaw:0.0] 
1622980874616 [vl:0.0 vr:0.0 yaw:0.0] 
1622980874677 [vl:0.0 vr:0.0 yaw:0.0] 
1622980874716 [vl:0.0 vr:0.0 yaw:0.0] 
1622980874768 [vl:0.0 vr:0.0 yaw:0.0] 
1622980874816 [vl:0.0 vr:0.0 yaw:0.0] 
1622980874868 [vl:0.0 vr:0.0 yaw:0.0] 
1622980874916 [vl:0.0 vr:0.0 yaw:0.0] 
1622980874968 [vl:0.0 vr:0.0 yaw:0.0] 
1622980875015 [vl:0.0 vr:0.0 yaw:0.0] 
1622980875068 [vl:0.0 vr:0.0 yaw:0.0] 
1622980875116 [vl:0.0 vr:0.0 yaw:0.0] 
1622980875173 [vl:0.0 vr:0.0 yaw:0.0] 
1622980875220 [vl:0.0 vr:0.0 yaw:0.0] 
1622980875268 [vl:0.0 vr:0.0 yaw:0.0] 
1622980875316 [vl:0.0 vr:0.0 yaw:0.0] 
1622980875368 [vl:0.0 vr:0.0 yaw:0.0] 
1622980875416 [vl:0.0 vr:0.0 yaw:0.0] 
1622980875468 [vl:0.0 vr:0.0 yaw:0.0] 
1622980875516 [vl:0.0 vr:0.0 yaw:0.0] 
1622980875568 [vl:0.0 vr:0.0 yaw:0.0] 
1622980875616 [vl:0.0 vr:0.0 yaw:0.0] 
1622980875673 [vl:0.0 vr:0.0 yaw:0.0] 
1622980875716 [vl:0.0 vr:0.0 yaw:0.0] 
1622980875768 [vl:0.0 vr:0.0 yaw:0.0] 
1622980875821 [vl:0.0 vr:0.0 yaw:0.0] 
1622980875872 [vl:0.0 vr:0.0 yaw:0.0] 
1622980875915 [vl:0.0 vr:0.0 yaw:0.0] 
1622980875968 [vl:0.0 vr:0.0 yaw:0.0] 
1622980876021 [vl:0.0 vr:0.0 yaw:0.0] 
1622980876068 [vl:0.0 vr:0.0 yaw:0.0] 
1622980876116 [vl:0.0 vr:0.0 yaw:0.0] 
1622980876168 [vl:0.0 vr:0.0 yaw:0.0] 
1622980876216 [vl:0.0 vr:0.0 yaw:0.0] 
1622980876268 [vl:0.0 vr:0.0 yaw:0.0] 
1622980876315 [vl:0.0 vr:0.0 yaw:0.0] 
1622980876368 [vl:0.0 vr:0.0 yaw:0.0] 
1622980876420 [vl:0.0 vr:0.0 yaw:0.0] 
1622980876468 [vl:0.0 vr:0.0 yaw:0.0] 
1622980876518 [vl:0.0 vr:0.0 yaw:0.0] 
1622980876568 [vl:0.0 vr:0.0 yaw:0.0] 
1622980876617 [vl:0.0 vr:0.0 yaw:0.0] 
1622980876669 [vl:0.0 vr:0.0 yaw:0.0] 
1622980876716 [vl:0.0 vr:0.0 yaw:0.0] 
1622980876768 [vl:0.0 vr:0.0 yaw:0.0] 
1622980876816 [vl:0.0 vr:0.0 yaw:0.0] 
1622980876868 [vl:0.0 vr:0.0 yaw:0.0] 
1622980876916 [vl:0.0 vr:0.0 yaw:0.0] 
1622980876968 [vl:0.0 vr:0.0 yaw:0.0] 
1622980877016 [vl:0.0 vr:0.0 yaw:0.0] 
1622980877068 [vl:0.0 vr:0.0 yaw:0.0] 
1622980877116 [vl:0.0 vr:0.0 yaw:0.0] 
1622980877168 [vl:0.0 vr:0.0 yaw:0.0] 
1622980877216 [vl:0.0 vr:0.0 yaw:0.0] 
1622980877269 [vl:0.0 vr:0.0 yaw:0.0] 
1622980877316 [vl:0.0 vr:0.0 yaw:0.0] 
1622980877368 [vl:0.0 vr:0.0 yaw:0.0] 
1622980877416 [vl:0.0 vr:0.0 yaw:0.0] 
1622980877468 [vl:0.0 vr:0.0 yaw:0.0] 
1622980877516 [vl:0.0 vr:0.0 yaw:0.0] 
1622980877568 [vl:0.0 vr:0.0 yaw:0.0] 
1622980877616 [vl:0.0 vr:0.0 yaw:0.0] 
1622980877668 [vl:0.0 vr:0.0 yaw:0.0] 
1622980877716 [vl:0.0 vr:0.0 yaw:0.0] 
1622980877768 [vl:0.0 vr:0.0 yaw:0.0] 
1622980877816 [vl:0.0 vr:0.0 yaw:0.0] 
1622980877868 [vl:0.0 vr:0.0 yaw:0.0] 
1622980877916 [vl:0.0 vr:0.0 yaw:0.0] 
1622980877968 [vl:0.0 vr:0.0 yaw:0.0] 
1622980878016 [vl:0.0 vr:0.0 yaw:0.0] 
1622980878068 [vl:0.0 vr:0.0 yaw:0.0] 
1622980878116 [vl:0.0 vr:0.0 yaw:0.0] 
1622980878168 [vl:0.0 vr:0.0 yaw:0.0] 
1622980878216 [vl:0.0 vr:0.0 yaw:0.0] 
1622980878268 [vl:0.0 vr:0.0 yaw:0.0] 
1622980878316 [vl:0.0 vr:0.0 yaw:0.0] 
1622980878387 [vl:0.0 vr:0.0 yaw:0.0] 
1622980878421 [vl:0.0 vr:0.0 yaw:0.0] 
1622980878468 [vl:0.0 vr:0.0 yaw:0.0] 
1622980878521 [vl:0.0 vr:0.0 yaw:0.0] 
1622980878568 [vl:0.0 vr:0.0 yaw:0.0] 
1622980878615 [vl:0.0 vr:0.0 yaw:0.0] 
1622980878668 [vl:0.0 vr:0.0 yaw:0.0] 
1622980878715 [vl:0.0 vr:0.0 yaw:0.0] 
1622980878773 [vl:0.0 vr:0.0 yaw:0.0] 
1622980878816 [vl:0.0 vr:0.0 yaw:0.0] 
1622980878868 [vl:0.0 vr:0.0 yaw:0.0] 
1622980878915 [vl:0.0 vr:0.0 yaw:0.0] 
1622980878968 [vl:0.0 vr:0.0 yaw:0.0] 
1622980879015 [vl:0.0 vr:0.0 yaw:0.0] 
1622980879068 [vl:0.0 vr:0.0 yaw:0.0] 
1622980879115 [vl:0.0 vr:0.0 yaw:0.0] 
1622980879169 [vl:0.0 vr:0.0 yaw:0.0] 
1622980879215 [vl:0.0 vr:0.0 yaw:0.0] 
1622980879268 [vl:0.0 vr:0.0 yaw:0.0] 
1622980879315 [vl:0.0 vr:0.0 yaw:0.0] 
1622980879374 [vl:0.0 vr:0.0 yaw:0.0] 
1622980879415 [vl:0.0 vr:0.0 yaw:0.0] 
1622980879468 [vl:0.0 vr:0.0 yaw:0.0] 
1622980879515 [vl:0.0 vr:0.0 yaw:0.0] 
1622980879573 [vl:0.0 vr:0.0 yaw:0.0] 
1622980879616 [vl:0.0 vr:0.0 yaw:0.0] 
1622980879669 [vl:0.0 vr:0.0 yaw:0.0] 
1622980879715 [vl:0.0 vr:0.0 yaw:0.0] 
1622980879774 [vl:0.0 vr:0.0 yaw:0.0] 
1622980879816 [vl:0.0 vr:0.0 yaw:0.0] 
1622980879868 [vl:0.0 vr:0.0 yaw:0.0] 
1622980879915 [vl:0.0 vr:0.0 yaw:0.0] 
1622980879967 [vl:0.0 vr:0.0 yaw:0.0] 
1622980880015 [vl:0.0 vr:0.0 yaw:0.0] 
1622980880068 [vl:0.0 vr:0.0 yaw:0.0] 
1622980880116 [vl:0.0 vr:0.0 yaw:0.0] 
1622980880168 [vl:0.0 vr:0.0 yaw:0.0] 
1622980880216 [vl:0.0 vr:0.0 yaw:0.0] 
1622980880269 [vl:0.0 vr:0.0 yaw:0.0] 
1622980880316 [vl:0.0 vr:0.0 yaw:0.0] 
1622980880369 [vl:0.0 vr:0.0 yaw:0.0] 
1622980880416 [vl:0.0 vr:0.0 yaw:0.0] 
1622980880469 [vl:0.0 vr:0.0 yaw:0.0] 
1622980880515 [vl:0.0 vr:0.0 yaw:0.0] 
1622980880567 [vl:0.0 vr:0.0 yaw:0.0] 
1622980880615 [vl:0.0 vr:0.0 yaw:0.0] 
1622980880667 [vl:0.0 vr:0.0 yaw:0.0] 
1622980880717 [vl:0.0 vr:0.0 yaw:0.0] 
1622980880767 [vl:0.0 vr:0.0 yaw:0.0] 
1622980880816 [vl:0.0 vr:0.0 yaw:0.0] 
1622980880870 [vl:0.0 vr:0.0 yaw:0.0] 
1622980880916 [vl:0.0 vr:0.0 yaw:0.0] 
1622980880968 [vl:0.0 vr:0.0 yaw:0.0] 
1622980881021 [vl:0.0 vr:0.0 yaw:0.0] 
1622980881069 [vl:0.0 vr:0.0 yaw:0.0] 
1622980881115 [vl:0.0 vr:0.0 yaw:0.0] 
1622980881167 [vl:0.0 vr:0.0 yaw:0.0] 
1622980881215 [vl:0.0 vr:0.0 yaw:0.0] 
1622980881268 [vl:0.0 vr:0.0 yaw:0.0] 
1622980881316 [vl:0.0 vr:0.0 yaw:0.0] 
1622980881367 [vl:0.0 vr:0.0 yaw:0.0] 
1622980881415 [vl:0.0 vr:0.0 yaw:0.0] 
1622980881468 [vl:0.0 vr:0.0 yaw:0.0] 
1622980881521 [vl:0.0 vr:0.0 yaw:0.0] 
1622980881575 [vl:0.0 vr:0.0 yaw:0.0] 
1622980881616 [vl:0.0 vr:0.0 yaw:0.0] 
1622980881669 [vl:0.0 vr:0.0 yaw:0.0] 
1622980881716 [vl:0.0 vr:0.0 yaw:0.0] 
1622980881770 [vl:0.0 vr:0.0 yaw:0.0] 
1622980881816 [vl:0.0 vr:0.0 yaw:0.0] 
1622980881869 [vl:0.0 vr:0.0 yaw:0.0] 
1622980881915 [vl:0.0 vr:0.0 yaw:0.0] 
1622980881968 [vl:0.0 vr:0.0 yaw:0.0] 
1622980882016 [vl:0.0 vr:0.0 yaw:0.0] 
1622980882067 [vl:0.0 vr:0.0 yaw:0.0] 
1622980882117 [vl:0.0 vr:0.0 yaw:0.0] 
1622980882168 [vl:0.0 vr:0.0 yaw:0.0] 
