1622910028080 [Opening serial port: /dev/ttyTHS1.] 
1622910028390 [The robot is connected to ] [/dev/ttyTHS1] 
1622910028391 [Initial robot's topic...] 
1622910028398 [Start initializing navigation] 
1622910028398 [Start initializing navigation topic] 
1622910028475 [Initialization navigation topic finished] 
1622910028480 [Initialization navigation finished] 
1622910028544 [vl:0.0 vr:0.0 yaw:0.0] 
1622910028596 [vl:0.0 vr:0.0 yaw:0.0] 
1622910028644 [vl:0.0 vr:0.0 yaw:0.0] 
1622910028691 [vl:0.0 vr:0.0 yaw:0.0] 
1622910028744 [vl:0.0 vr:0.0 yaw:0.0] 
1622910028791 [vl:0.0 vr:0.0 yaw:0.0] 
1622910028844 [vl:0.0 vr:0.0 yaw:0.0] 
1622910028891 [vl:0.0 vr:0.0 yaw:0.0] 
1622910028944 [vl:0.0 vr:0.0 yaw:0.0] 
1622910028991 [vl:0.0 vr:0.0 yaw:0.0] 
1622910029044 [vl:0.0 vr:0.0 yaw:0.0] 
1622910029091 [vl:0.0 vr:0.0 yaw:0.0] 
1622910029144 [vl:0.0 vr:0.0 yaw:0.0] 
1622910029191 [vl:0.0 vr:0.0 yaw:0.0] 
1622910029244 [vl:0.0 vr:0.0 yaw:0.0] 
1622910029291 [vl:0.0 vr:0.0 yaw:0.0] 
1622910029344 [vl:0.0 vr:0.0 yaw:0.0] 
1622910029391 [vl:0.0 vr:0.0 yaw:0.0] 
1622910029444 [vl:0.0 vr:0.0 yaw:0.0] 
1622910029491 [vl:0.0 vr:0.0 yaw:0.0] 
1622910029544 [vl:0.0 vr:0.0 yaw:0.0] 
1622910029591 [vl:0.0 vr:0.0 yaw:0.0] 
1622910029644 [vl:0.0 vr:0.0 yaw:0.0] 
1622910029692 [vl:0.0 vr:0.0 yaw:0.0] 
1622910029744 [vl:0.0 vr:0.0 yaw:0.0] 
1622910029791 [vl:0.0 vr:0.0 yaw:0.0] 
1622910029844 [vl:0.0 vr:0.0 yaw:0.0] 
1622910029896 [vl:0.0 vr:0.0 yaw:0.0] 
1622910029944 [vl:0.0 vr:0.0 yaw:0.0] 
1622910029996 [vl:0.0 vr:0.0 yaw:0.0] 
1622910030044 [vl:0.0 vr:0.0 yaw:0.0] 
1622910030091 [vl:0.0 vr:0.0 yaw:0.0] 
1622910030144 [vl:0.0 vr:0.0 yaw:0.0] 
1622910030191 [vl:0.0 vr:0.0 yaw:0.0] 
1622910030244 [vl:0.0 vr:0.0 yaw:0.0] 
1622910030291 [vl:0.0 vr:0.0 yaw:0.0] 
1622910030344 [vl:0.0 vr:0.0 yaw:0.0] 
1622910030395 [vl:0.0 vr:0.0 yaw:0.0] 
1622910030444 [vl:0.0 vr:0.0 yaw:0.0] 
1622910030491 [vl:0.0 vr:0.0 yaw:0.0] 
1622910030547 [vl:0.0 vr:0.0 yaw:0.0] 
1622910030591 [vl:0.0 vr:0.0 yaw:0.0] 
1622910030646 [vl:0.0 vr:0.0 yaw:0.0] 
1622910030692 [vl:0.0 vr:0.0 yaw:0.0] 
1622910030756 [vl:0.0 vr:0.0 yaw:0.0] 
1622910030798 [vl:0.0 vr:0.0 yaw:0.0] 
1622910030844 [vl:0.0 vr:0.0 yaw:0.0] 
1622910030891 [vl:0.0 vr:0.0 yaw:0.0] 
1622910030943 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031002 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031048 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031091 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031144 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031200 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031245 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031292 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031345 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031391 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031444 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031491 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031544 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031591 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031644 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031691 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031744 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031785 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031844 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031892 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031944 [vl:0.0 vr:0.0 yaw:0.0] 
1622910031991 [vl:0.0 vr:0.0 yaw:0.0] 
1622910032044 [vl:0.0 vr:0.0 yaw:0.0] 
1622910032091 [vl:0.0 vr:0.0 yaw:0.0] 
1622910032145 [vl:0.0 vr:0.0 yaw:0.0] 
1622910032195 [vl:0.0 vr:0.0 yaw:0.0] 
1622910032245 [vl:0.0 vr:0.0 yaw:0.0] 
1622910032292 [vl:0.0 vr:0.0 yaw:0.0] 
1622910032344 [vl:0.0 vr:0.0 yaw:0.0] 
1622910032394 [vl:0.0 vr:0.0 yaw:0.0] 
1622910032444 [vl:0.0 vr:0.0 yaw:0.0] 
1622910032491 [vl:0.0 vr:0.0 yaw:0.0] 
1622910032544 [vl:0.0 vr:0.0 yaw:0.0] 
1622910032591 [vl:0.0 vr:0.0 yaw:0.0] 
1622910032644 [vl:0.0 vr:0.0 yaw:0.0] 
1622910032695 [vl:0.0 vr:0.0 yaw:0.0] 
1622910032743 [vl:0.0 vr:0.0 yaw:0.0] 
1622910032804 [vl:0.0 vr:0.0 yaw:0.0] 
1622910032845 [vl:0.0 vr:0.0 yaw:0.0] 
1622910032904 [vl:0.0 vr:0.0 yaw:0.0] 
1622910032944 [vl:0.0 vr:0.0 yaw:0.0] 
1622910032991 [vl:0.0 vr:0.0 yaw:0.0] 
1622910033044 [vl:0.0 vr:0.0 yaw:0.0] 
1622910033091 [vl:0.0 vr:0.0 yaw:0.0] 
1622910033144 [vl:0.0 vr:0.0 yaw:0.0] 
1622910033191 [vl:0.0 vr:0.0 yaw:0.0] 
1622910033243 [vl:0.0 vr:0.0 yaw:0.0] 
1622910033292 [vl:0.0 vr:0.0 yaw:0.0] 
1622910033344 [vl:0.0 vr:0.0 yaw:0.0] 
1622910033391 [vl:0.0 vr:0.0 yaw:0.0] 
1622910033444 [vl:0.0 vr:0.0 yaw:0.0] 
1622910033501 [vl:0.0 vr:0.0 yaw:0.0] 
1622910033544 [vl:0.0 vr:0.0 yaw:0.0] 
1622910033592 [vl:0.0 vr:0.0 yaw:0.0] 
1622910033644 [vl:0.0 vr:0.0 yaw:0.0] 
1622910033692 [vl:0.0 vr:0.0 yaw:0.0] 
1622910033744 [vl:0.0 vr:0.0 yaw:0.0] 
1622910033791 [vl:0.0 vr:0.0 yaw:0.0] 
1622910033844 [vl:0.0 vr:0.0 yaw:0.0] 
1622910033891 [vl:0.0 vr:0.0 yaw:0.0] 
1622910033944 [vl:0.0 vr:0.0 yaw:0.0] 
1622910033991 [vl:0.0 vr:0.0 yaw:0.0] 
1622910034046 [vl:0.0 vr:0.0 yaw:0.0] 
1622910034092 [vl:0.0 vr:0.0 yaw:0.0] 
1622910034144 [vl:0.0 vr:0.0 yaw:0.0] 
1622910034191 [vl:0.0 vr:0.0 yaw:0.0] 
1622910034244 [vl:0.0 vr:0.0 yaw:0.0] 
1622910034291 [vl:0.0 vr:0.0 yaw:0.0] 
1622910034343 [vl:0.0 vr:0.0 yaw:0.0] 
1622910034391 [vl:0.0 vr:0.0 yaw:0.0] 
1622910034468 [vl:0.0 vr:0.0 yaw:0.0] 
1622910034491 [vl:0.0 vr:0.0 yaw:0.0] 
1622910034544 [vl:0.0 vr:0.0 yaw:0.0] 
1622910034591 [vl:0.0 vr:0.0 yaw:0.0] 
1622910034643 [vl:0.0 vr:0.0 yaw:0.0] 
1622910034691 [vl:0.0 vr:0.0 yaw:0.0] 
1622910034744 [vl:0.0 vr:0.0 yaw:0.0] 
1622910034795 [vl:0.0 vr:0.0 yaw:0.0] 
1622910034850 [vl:0.0 vr:0.0 yaw:0.0] 
1622910034891 [vl:0.0 vr:0.0 yaw:0.0] 
1622910034944 [vl:0.0 vr:0.0 yaw:0.0] 
1622910034993 [vl:0.0 vr:0.0 yaw:0.0] 
1622910035044 [vl:0.0 vr:0.0 yaw:0.0] 
1622910035100 [vl:0.0 vr:0.0 yaw:0.0] 
1622910035147 [vl:0.0 vr:0.0 yaw:0.0] 
1622910035192 [vl:0.0 vr:0.0 yaw:0.0] 
1622910035251 [vl:0.0 vr:0.0 yaw:0.0] 
1622910035291 [vl:0.0 vr:0.0 yaw:0.0] 
1622910035345 [vl:0.0 vr:0.0 yaw:0.0] 
1622910035391 [vl:0.0 vr:0.0 yaw:0.0] 
1622910035443 [vl:0.0 vr:0.0 yaw:0.0] 
1622910035491 [vl:0.0 vr:0.0 yaw:0.0] 
1622910035543 [vl:0.0 vr:0.0 yaw:0.0] 
1622910035591 [vl:0.0 vr:0.0 yaw:0.0] 
1622910035645 [vl:0.0 vr:0.0 yaw:0.0] 
1622910035691 [vl:0.0 vr:0.0 yaw:0.0] 
1622910035743 [vl:0.0 vr:0.0 yaw:0.0] 
1622910035802 [vl:0.0 vr:0.0 yaw:0.0] 
1622910035844 [vl:0.0 vr:0.0 yaw:0.0] 
1622910035892 [vl:0.0 vr:0.0 yaw:0.0] 
1622910035943 [vl:0.0 vr:0.0 yaw:0.0] 
1622910035991 [vl:0.0 vr:0.0 yaw:0.0] 
1622910036043 [vl:0.0 vr:0.0 yaw:0.0] 
1622910036091 [vl:0.0 vr:0.0 yaw:0.0] 
1622910036148 [vl:0.0 vr:0.0 yaw:0.0] 
1622910036193 [vl:0.0 vr:0.0 yaw:0.0] 
