1623077276310 [Opening serial port: /dev/ttyTHS1.] 
1623077276615 [The robot is connected to ] [/dev/ttyTHS1] 
1623077276615 [Initial robot's topic...] 
1623077276625 [Start initializing navigation] 
1623077276625 [Start initializing navigation topic] 
1623077276758 [Initialization navigation topic finished] 
1623077276773 [Initialization navigation finished] 
1623077276850 [vl:0.0 vr:0.0 yaw:0.0] 
1623077276899 [vl:0.0 vr:0.0 yaw:0.0] 
1623077276950 [vl:0.0 vr:0.0 yaw:0.0] 
1623077276998 [vl:0.0 vr:0.0 yaw:0.0] 
1623077277051 [vl:0.0 vr:0.0 yaw:0.0] 
1623077277102 [vl:0.0 vr:0.0 yaw:0.0] 
1623077277150 [vl:-0.016 vr:0.0 yaw:0.0] 
1623077277198 [vl:-0.016 vr:0.0 yaw:0.0] 
1623077277250 [vl:0.0 vr:0.0 yaw:-0.00049928904] 
1623077277298 [vl:0.0 vr:0.0 yaw:-0.00049928904] 
1623077277350 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077277398 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077277450 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077277498 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077277543 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077277598 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077277650 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077277701 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077277750 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077277798 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077277850 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077277903 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077277950 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077277998 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077278050 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077278098 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077278150 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077278198 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077278250 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077278297 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077278350 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077278398 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077278450 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077278503 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077278550 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077278602 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077278650 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077278699 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077278750 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077278800 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077278850 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077278898 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077278950 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077278998 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077279050 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077279099 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077279150 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077279198 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077279250 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077279298 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077279350 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077279398 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077279454 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077279498 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077279550 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077279598 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077279650 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077279698 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077279750 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077279798 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077279850 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077279898 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077279950 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077279998 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077280050 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077280106 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077280155 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077280201 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077280250 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077280299 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077280350 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077280398 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077280450 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077280500 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077280550 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077280599 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077280650 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077280700 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077280750 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077280798 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077280850 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077280900 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077280950 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077280998 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077281050 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077281099 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077281150 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077281198 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077281250 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077281299 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077281351 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077281398 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077281452 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077281503 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077281550 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077281598 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077281651 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077281697 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077281750 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077281798 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077281850 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077281902 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077281950 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
1623077281999 [vl:0.0 vr:0.0 yaw:6.97136e-06] 
