1622950743865 [Opening serial port: /dev/ttyTHS1.] 
1622950744173 [The robot is connected to ] [/dev/ttyTHS1] 
1622950744173 [Initial robot's topic...] 
1622950744180 [Start initializing navigation] 
1622950744180 [Start initializing navigation topic] 
1622950744258 [Initialization navigation topic finished] 
1622950744263 [Initialization navigation finished] 
1622950744328 [vl:0.0 vr:0.0 yaw:0.0] 
1622950744376 [vl:0.0 vr:0.0 yaw:0.0] 
1622950744428 [vl:0.0 vr:0.0 yaw:0.0] 
1622950744475 [vl:0.0 vr:0.0 yaw:0.0] 
1622950744528 [vl:0.0 vr:0.0 yaw:0.0] 
1622950744575 [vl:0.0 vr:0.0 yaw:0.0] 
1622950744628 [vl:0.0 vr:0.0 yaw:0.0] 
1622950744676 [vl:0.0 vr:0.0 yaw:0.0] 
1622950744729 [vl:0.0 vr:0.0 yaw:0.0] 
1622950744776 [vl:0.0 vr:0.0 yaw:0.0] 
1622950744828 [vl:0.0 vr:0.0 yaw:0.0] 
1622950744872 [vl:0.0 vr:0.0 yaw:0.0] 
1622950744928 [vl:0.0 vr:0.0 yaw:0.0] 
1622950744976 [vl:0.0 vr:0.0 yaw:0.0] 
1622950745032 [vl:0.0 vr:0.0 yaw:0.0] 
1622950745075 [vl:0.0 vr:0.0 yaw:0.0] 
1622950745132 [vl:0.0 vr:0.0 yaw:0.0] 
1622950745180 [vl:0.0 vr:0.0 yaw:0.0] 
1622950745228 [vl:0.0 vr:0.0 yaw:0.0] 
1622950745280 [vl:0.0 vr:0.0 yaw:0.0] 
1622950745331 [vl:0.0 vr:0.0 yaw:0.0] 
1622950745376 [vl:0.0 vr:0.0 yaw:0.0] 
1622950745428 [vl:0.0 vr:0.0 yaw:0.0] 
1622950745476 [vl:0.0 vr:0.0 yaw:0.0] 
1622950745528 [vl:0.0 vr:0.0 yaw:0.0] 
1622950745576 [vl:0.0 vr:0.0 yaw:0.0] 
1622950745628 [vl:0.0 vr:0.0 yaw:0.0] 
1622950745675 [vl:0.0 vr:0.0 yaw:0.0] 
1622950745728 [vl:0.0 vr:0.0 yaw:0.0] 
1622950745775 [vl:0.0 vr:0.0 yaw:0.0] 
1622950745828 [vl:0.0 vr:0.0 yaw:0.0] 
1622950745876 [vl:0.0 vr:0.0 yaw:0.0] 
1622950745928 [vl:0.0 vr:0.0 yaw:0.0] 
1622950745976 [vl:0.0 vr:0.0 yaw:0.0] 
1622950746032 [vl:0.0 vr:0.0 yaw:0.0] 
1622950746076 [vl:0.0 vr:0.0 yaw:0.0] 
1622950746132 [vl:0.0 vr:0.0 yaw:0.0] 
1622950746175 [vl:0.0 vr:0.0 yaw:0.0] 
1622950746234 [vl:0.0 vr:0.0 yaw:0.0] 
1622950746276 [vl:0.0 vr:0.0 yaw:0.0] 
1622950746324 [vl:0.0 vr:0.0 yaw:0.0] 
1622950746376 [vl:0.0 vr:0.0 yaw:0.0] 
1622950746432 [vl:0.0 vr:0.0 yaw:0.0] 
1622950746475 [vl:0.0 vr:0.0 yaw:0.0] 
1622950746528 [vl:0.0 vr:0.0 yaw:0.0] 
1622950746575 [vl:0.0 vr:0.0 yaw:0.0] 
1622950746628 [vl:0.0 vr:0.0 yaw:0.0] 
1622950746676 [vl:0.0 vr:0.0 yaw:0.0] 
1622950746728 [vl:0.0 vr:0.0 yaw:0.0] 
1622950746775 [vl:0.0 vr:0.0 yaw:0.0] 
1622950746828 [vl:0.0 vr:0.0 yaw:0.0] 
1622950746875 [vl:0.0 vr:0.0 yaw:0.0] 
1622950746928 [vl:0.0 vr:0.0 yaw:0.0] 
1622950746975 [vl:0.0 vr:0.0 yaw:0.0] 
1622950747028 [vl:0.0 vr:0.0 yaw:0.0] 
1622950747075 [vl:0.0 vr:0.0 yaw:0.0] 
1622950747128 [vl:0.0 vr:0.0 yaw:0.0] 
1622950747175 [vl:0.0 vr:0.0 yaw:0.0] 
1622950747228 [vl:0.0 vr:0.0 yaw:0.0] 
1622950747275 [vl:0.0 vr:0.0 yaw:0.0] 
1622950747329 [vl:0.0 vr:0.0 yaw:0.0] 
1622950747375 [vl:0.0 vr:0.0 yaw:0.0] 
1622950747428 [vl:0.0 vr:0.0 yaw:0.0] 
1622950747475 [vl:0.0 vr:0.0 yaw:0.0] 
1622950747528 [vl:0.0 vr:0.0 yaw:0.0] 
1622950747575 [vl:0.0 vr:0.0 yaw:0.0] 
1622950747632 [vl:0.0 vr:0.0 yaw:0.0] 
1622950747675 [vl:0.0 vr:0.0 yaw:0.0] 
1622950747732 [vl:0.0 vr:0.0 yaw:0.0] 
1622950747775 [vl:0.0 vr:0.0 yaw:0.0] 
1622950747828 [vl:0.0 vr:0.0 yaw:0.0] 
1622950747876 [vl:0.0 vr:0.0 yaw:0.0] 
1622950747928 [vl:0.0 vr:0.0 yaw:0.0] 
1622950747975 [vl:0.0 vr:0.0 yaw:0.0] 
1622950748028 [vl:0.0 vr:0.0 yaw:0.0] 
1622950748075 [vl:0.0 vr:0.0 yaw:0.0] 
1622950748128 [vl:0.0 vr:0.0 yaw:0.0] 
1622950748175 [vl:0.0 vr:0.0 yaw:0.0] 
1622950748228 [vl:0.0 vr:0.0 yaw:0.0] 
1622950748275 [vl:0.0 vr:0.0 yaw:0.0] 
1622950748328 [vl:0.0 vr:0.0 yaw:0.0] 
1622950748376 [vl:0.0 vr:0.0 yaw:0.0] 
1622950748428 [vl:0.0 vr:0.0 yaw:0.0] 
1622950748475 [vl:0.0 vr:0.0 yaw:0.0] 
1622950748528 [vl:0.0 vr:0.0 yaw:0.0] 
1622950748575 [vl:0.0 vr:0.0 yaw:0.0] 
1622950748628 [vl:0.0 vr:0.0 yaw:0.0] 
1622950748675 [vl:0.0 vr:0.0 yaw:0.0] 
1622950748732 [vl:0.0 vr:0.0 yaw:0.0] 
1622950748775 [vl:0.0 vr:0.0 yaw:0.0] 
1622950748828 [vl:0.0 vr:0.0 yaw:0.0] 
1622950748875 [vl:0.0 vr:0.0 yaw:0.0] 
1622950748932 [vl:0.0 vr:0.0 yaw:0.0] 
1622950748976 [vl:0.0 vr:0.0 yaw:0.0] 
1622950749028 [vl:0.0 vr:0.0 yaw:0.0] 
1622950749075 [vl:0.0 vr:0.0 yaw:0.0] 
1622950749129 [vl:0.0 vr:0.0 yaw:0.0] 
1622950749176 [vl:0.0 vr:0.0 yaw:0.0] 
1622950749231 [vl:0.0 vr:0.0 yaw:0.0] 
1622950749275 [vl:0.0 vr:0.0 yaw:0.0] 
1622950749328 [vl:0.0 vr:0.0 yaw:0.0] 
1622950749375 [vl:0.0 vr:0.0 yaw:0.0] 
1622950749429 [vl:0.0 vr:0.0 yaw:0.0] 
1622950749475 [vl:0.0 vr:0.0 yaw:0.0] 
1622950749528 [vl:0.0 vr:0.0 yaw:0.0] 
1622950749576 [vl:0.0 vr:0.0 yaw:0.0] 
1622950749628 [vl:0.0 vr:0.0 yaw:0.0] 
1622950749675 [vl:0.0 vr:0.0 yaw:0.0] 
1622950749728 [vl:0.0 vr:0.0 yaw:0.0] 
1622950749775 [vl:0.0 vr:0.0 yaw:0.0] 
1622950749828 [vl:0.0 vr:0.0 yaw:0.0] 
1622950749875 [vl:0.0 vr:0.0 yaw:0.0] 
1622950749932 [vl:0.0 vr:0.0 yaw:0.0] 
1622950749976 [vl:0.0 vr:0.0 yaw:0.0] 
1622950750028 [vl:0.0 vr:0.0 yaw:0.0] 
1622950750075 [vl:0.0 vr:0.0 yaw:0.0] 
1622950750128 [vl:0.0 vr:0.0 yaw:0.0] 
1622950750176 [vl:0.0 vr:0.0 yaw:0.0] 
1622950750228 [vl:0.0 vr:0.0 yaw:0.0] 
1622950750275 [vl:0.0 vr:0.0 yaw:0.0] 
1622950750328 [vl:0.0 vr:0.0 yaw:0.0] 
1622950750380 [vl:0.0 vr:0.0 yaw:0.0] 
1622950750428 [vl:0.0 vr:0.0 yaw:0.0] 
1622950750475 [vl:0.0 vr:0.0 yaw:0.0] 
1622950750528 [vl:0.0 vr:0.0 yaw:0.0] 
1622950750575 [vl:0.0 vr:0.0 yaw:0.0] 
1622950750628 [vl:0.0 vr:0.0 yaw:0.0] 
1622950750675 [vl:0.0 vr:0.0 yaw:0.0] 
1622950750728 [vl:0.0 vr:0.0 yaw:0.0] 
