1622373961120 [Opening serial port: /dev/ttyTHS1.] 
1622373961428 [The robot is connected to ] [/dev/ttyTHS1] 
1622373961428 [Initial robot's topic...] 
1622373961440 [Start initializing navigation] 
1622373961440 [Start initializing navigation topic] 
1622373961535 [Initialization navigation topic finished] 
1622373961547 [Initialization navigation finished] 
1622373961610 [vl:0.0 vr:0.0 yaw:0.0] 
1622373961660 [vl:0.0 vr:0.0 yaw:0.0] 
1622373961709 [vl:0.0 vr:0.0 yaw:0.0] 
1622373961767 [vl:0.0 vr:0.0 yaw:0.0] 
1622373961810 [vl:0.0 vr:0.0 yaw:0.0] 
1622373961861 [vl:0.0 vr:0.0 yaw:0.0] 
1622373961908 [vl:0.0 vr:0.0 yaw:0.0] 
1622373961962 [vl:0.0 vr:0.0 yaw:0.0] 
1622373962009 [vl:0.0 vr:0.0 yaw:0.0] 
1622373962069 [vl:0.0 vr:0.0 yaw:0.0] 
1622373962117 [vl:0.0 vr:0.0 yaw:0.0] 
1622373962161 [vl:0.0 vr:0.0 yaw:0.0] 
1622373962208 [vl:0.0 vr:0.0 yaw:0.0] 
1622373962266 [vl:0.0 vr:0.0 yaw:0.0] 
1622373962312 [vl:0.0 vr:0.0 yaw:0.0] 
1622373962361 [vl:0.0 vr:0.0 yaw:0.0] 
1622373962408 [vl:0.0 vr:0.0 yaw:0.0] 
1622373962461 [vl:0.0 vr:0.0 yaw:0.0] 
1622373962513 [vl:0.0 vr:0.0 yaw:0.0] 
1622373962561 [vl:0.0 vr:0.0 yaw:0.0] 
1622373962609 [vl:0.0 vr:0.0 yaw:0.0] 
1622373962662 [vl:0.0 vr:0.0 yaw:0.0] 
1622373962717 [vl:0.0 vr:0.0 yaw:0.0] 
1622373962761 [vl:0.0 vr:0.0 yaw:0.0] 
1622373962812 [vl:0.0 vr:0.0 yaw:0.0] 
1622373962860 [vl:0.0 vr:0.0 yaw:0.0] 
1622373962908 [vl:0.0 vr:0.0 yaw:0.0] 
1622373962962 [vl:0.0 vr:0.0 yaw:0.0] 
1622373963009 [vl:0.0 vr:0.0 yaw:0.0] 
1622373963061 [vl:0.0 vr:0.0 yaw:0.0] 
1622373963109 [vl:0.0 vr:0.0 yaw:0.0] 
1622373963161 [vl:0.0 vr:0.0 yaw:0.0] 
1622373963204 [vl:0.0 vr:0.0 yaw:0.0] 
1622373963261 [vl:0.0 vr:0.0 yaw:0.0] 
1622373963309 [vl:0.0 vr:0.0 yaw:0.0] 
1622373963364 [vl:0.0 vr:0.0 yaw:0.0] 
1622373963409 [vl:0.0 vr:0.0 yaw:0.0] 
1622373963461 [vl:0.0 vr:0.0 yaw:0.0] 
1622373963509 [vl:0.0 vr:0.0 yaw:0.0] 
1622373963561 [vl:0.0 vr:0.0 yaw:0.0] 
1622373963608 [vl:0.0 vr:0.0 yaw:0.0] 
1622373963661 [vl:0.0 vr:0.0 yaw:0.0] 
1622373963716 [vl:0.0 vr:0.0 yaw:0.0] 
1622373963761 [vl:0.0 vr:0.0 yaw:0.0] 
1622373963804 [vl:0.0 vr:0.0 yaw:0.0] 
1622373963863 [vl:0.0 vr:0.0 yaw:0.0] 
1622373963909 [vl:0.0 vr:0.0 yaw:0.0] 
1622373963961 [vl:0.0 vr:0.0 yaw:0.0] 
1622373964009 [vl:0.0 vr:0.0 yaw:0.0] 
1622373964061 [vl:0.0 vr:0.0 yaw:0.0] 
1622373964109 [vl:0.0 vr:0.0 yaw:0.0] 
1622373964162 [vl:0.0 vr:0.0 yaw:0.0] 
1622373964208 [vl:0.0 vr:0.0 yaw:0.0] 
1622373964261 [vl:0.0 vr:0.0 yaw:0.0] 
1622373964309 [vl:0.0 vr:0.0 yaw:0.0] 
1622373964361 [vl:0.0 vr:0.0 yaw:0.0] 
1622373964417 [vl:0.0 vr:0.0 yaw:0.0] 
1622373964478 [vl:0.0 vr:0.0 yaw:0.0] 
1622373964504 [vl:0.0 vr:0.0 yaw:0.0] 
1622373964575 [vl:0.0 vr:0.0 yaw:0.0] 
1622373964609 [vl:0.0 vr:0.0 yaw:0.0] 
1622373964660 [vl:0.0 vr:0.0 yaw:0.0] 
1622373964721 [vl:0.0 vr:0.0 yaw:0.0] 
1622373964787 [vl:0.0 vr:0.0 yaw:0.0] 
1622373964809 [vl:0.0 vr:0.0 yaw:0.0] 
1622373964861 [vl:0.0 vr:0.0 yaw:0.0] 
1622373964908 [vl:0.0 vr:0.0 yaw:0.0] 
1622373964961 [vl:0.0 vr:0.0 yaw:0.0] 
1622373965009 [vl:0.0 vr:0.0 yaw:0.0] 
1622373965061 [vl:0.0 vr:0.0 yaw:0.0] 
1622373965112 [vl:0.0 vr:0.0 yaw:0.0] 
1622373965163 [vl:0.0 vr:0.0 yaw:0.0] 
1622373965216 [vl:0.0 vr:0.0 yaw:0.0] 
1622373965260 [vl:0.0 vr:0.0 yaw:0.0] 
1622373965314 [vl:0.0 vr:0.0 yaw:0.0] 
1622373965364 [vl:0.0 vr:0.0 yaw:0.0] 
1622373965411 [vl:0.0 vr:0.0 yaw:0.0] 
1622373965460 [vl:0.0 vr:0.0 yaw:0.0] 
1622373965508 [vl:0.0 vr:0.0 yaw:0.0] 
1622373965571 [vl:0.0 vr:0.0 yaw:0.0] 
1622373965619 [vl:0.0 vr:0.0 yaw:0.0] 
