1623195504747 [Opening serial port: /dev/ttyTHS1.] 
1623195505053 [The robot is connected to ] [/dev/ttyTHS1] 
1623195505053 [Initial robot's topic...] 
1623195505058 [Start initializing navigation] 
1623195505059 [Start initializing navigation topic] 
1623195505145 [Initialization navigation topic finished] 
1623195505151 [Initialization navigation finished] 
1623195505215 [vl:0.0 vr:0.0 yaw:0.0] 
1623195505274 [vl:0.0 vr:0.0 yaw:0.0] 
1623195505312 [vl:0.0 vr:0.0 yaw:0.0] 
1623195505364 [vl:0.0 vr:0.0 yaw:0.0] 
1623195505412 [vl:0.0 vr:0.0 yaw:0.0] 
1623195505464 [vl:0.0 vr:0.0 yaw:0.0] 
1623195505512 [vl:0.0 vr:0.0 yaw:0.0] 
1623195505564 [vl:0.0 vr:0.0 yaw:0.0] 
1623195505612 [vl:0.0 vr:0.0 yaw:0.0] 
1623195505664 [vl:0.0 vr:0.0 yaw:0.0] 
1623195505712 [vl:0.0 vr:0.0 yaw:0.0] 
1623195505764 [vl:0.0 vr:0.0 yaw:0.0] 
1623195505812 [vl:0.0 vr:0.0 yaw:0.0] 
1623195505864 [vl:0.0 vr:0.0 yaw:0.0] 
1623195505912 [vl:0.0 vr:0.0 yaw:0.0] 
1623195505964 [vl:0.0 vr:0.0 yaw:0.0] 
1623195506016 [vl:0.0 vr:0.0 yaw:0.0] 
1623195506064 [vl:0.0 vr:0.0 yaw:0.0] 
1623195506116 [vl:0.0 vr:0.0 yaw:0.0] 
1623195506164 [vl:0.0 vr:0.0 yaw:0.0] 
1623195506212 [vl:0.0 vr:0.0 yaw:0.0] 
1623195506264 [vl:0.0 vr:0.0 yaw:0.0] 
1623195506316 [vl:0.0 vr:0.0 yaw:0.0] 
1623195506364 [vl:0.0 vr:0.0 yaw:0.0] 
1623195506412 [vl:0.0 vr:0.0 yaw:0.0] 
1623195506464 [vl:0.0 vr:0.0 yaw:0.0] 
1623195506512 [vl:0.0 vr:0.0 yaw:0.0] 
1623195506564 [vl:0.0 vr:0.0 yaw:0.0] 
1623195506614 [vl:0.0 vr:0.0 yaw:0.0] 
1623195506664 [vl:0.0 vr:0.0 yaw:0.0] 
1623195506712 [vl:0.0 vr:0.0 yaw:0.0] 
1623195506764 [vl:0.0 vr:0.0 yaw:0.0] 
1623195506812 [vl:0.0 vr:0.0 yaw:0.0] 
1623195506864 [vl:0.0 vr:0.0 yaw:0.0] 
1623195506912 [vl:0.0 vr:0.0 yaw:0.0] 
1623195506964 [vl:0.0 vr:0.0 yaw:0.0] 
1623195507012 [vl:0.0 vr:0.0 yaw:0.0] 
