1622478594134 [Opening serial port: /dev/ttyTHS1.] 
1622478594440 [The robot is connected to ] [/dev/ttyTHS1] 
1622478594440 [Initial robot's topic...] 
1622478594450 [Start initializing navigation] 
1622478594450 [Start initializing navigation topic] 
1622478594489 [Initialization navigation topic finished] 
1622478594494 [Initialization navigation finished] 
1622478594556 [vl:0.0 vr:0.0 yaw:0.0] 
1622478594609 [vl:0.0 vr:0.0 yaw:0.0] 
1622478594656 [vl:0.0 vr:0.0 yaw:0.0] 
1622478594716 [vl:0.0 vr:0.0 yaw:0.0] 
1622478594756 [vl:0.0 vr:0.0 yaw:0.0] 
1622478594809 [vl:0.0 vr:0.0 yaw:0.0] 
1622478594850 [vl:0.0 vr:0.0 yaw:0.0] 
1622478594908 [vl:0.0 vr:0.0 yaw:0.0] 
1622478594956 [vl:0.0 vr:0.0 yaw:0.0] 
1622478595008 [vl:0.0 vr:0.0 yaw:0.0] 
1622478595056 [vl:0.0 vr:0.0 yaw:0.0] 
1622478595108 [vl:0.0 vr:0.0 yaw:0.0] 
1622478595156 [vl:0.0 vr:0.0 yaw:0.0] 
1622478595208 [vl:0.0 vr:0.0 yaw:0.0] 
1622478595256 [vl:0.0 vr:0.0 yaw:0.0] 
1622478595308 [vl:0.0 vr:0.0 yaw:0.0] 
1622478595356 [vl:0.0 vr:0.0 yaw:0.0] 
1622478595408 [vl:0.0 vr:0.0 yaw:0.0] 
1622478595456 [vl:0.0 vr:0.0 yaw:0.0] 
1622478595508 [vl:0.0 vr:0.0 yaw:0.0] 
1622478595560 [vl:0.0 vr:0.0 yaw:0.0] 
1622478595608 [vl:0.0 vr:0.0 yaw:0.0] 
1622478595656 [vl:0.0 vr:0.0 yaw:0.0] 
1622478595712 [vl:0.0 vr:0.0 yaw:0.0] 
1622478595756 [vl:0.0 vr:0.0 yaw:0.0] 
1622478595808 [vl:0.0 vr:0.0 yaw:0.0] 
1622478595856 [vl:0.0 vr:0.0 yaw:0.0] 
1622478595908 [vl:0.0 vr:0.0 yaw:0.0] 
1622478595956 [vl:0.0 vr:0.0 yaw:0.0] 
1622478596008 [vl:0.0 vr:0.0 yaw:0.0] 
1622478596055 [vl:0.0 vr:0.0 yaw:0.0] 
1622478596108 [vl:0.0 vr:0.0 yaw:0.0] 
1622478596156 [vl:0.0 vr:0.0 yaw:0.0] 
1622478596208 [vl:0.0 vr:0.0 yaw:0.0] 
