1622504425222 [Opening serial port: /dev/ttyTHS1.] 
1622504425527 [The robot is connected to ] [/dev/ttyTHS1] 
1622504425528 [Initial robot's topic...] 
1622504425534 [Start initializing navigation] 
1622504425534 [Start initializing navigation topic] 
1622504425573 [Initialization navigation topic finished] 
1622504425587 [Initialization navigation finished] 
1622504425663 [vl:0.0 vr:0.0 yaw:0.0] 
1622504425701 [vl:0.0 vr:0.0 yaw:0.0] 
1622504425749 [vl:0.0 vr:0.0 yaw:0.0] 
1622504425802 [vl:0.0 vr:0.0 yaw:0.0] 
1622504425854 [vl:0.0 vr:0.0 yaw:0.0] 
1622504425901 [vl:0.0 vr:0.0 yaw:0.0] 
1622504425954 [vl:0.0 vr:0.0 yaw:0.0] 
1622504426002 [vl:0.0 vr:0.0 yaw:0.0] 
1622504426054 [vl:0.0 vr:0.0 yaw:0.0] 
1622504426102 [vl:0.0 vr:0.0 yaw:0.0] 
1622504426154 [vl:0.0 vr:0.0 yaw:0.0] 
1622504426202 [vl:0.0 vr:0.0 yaw:0.0] 
1622504426261 [vl:0.0 vr:0.0 yaw:0.0] 
1622504426302 [vl:0.0 vr:0.0 yaw:0.0] 
1622504426354 [vl:0.0 vr:0.0 yaw:0.0] 
1622504426405 [vl:0.0 vr:0.0 yaw:0.0] 
1622504426449 [vl:0.0 vr:0.0 yaw:0.0] 
1622504426502 [vl:0.0 vr:0.0 yaw:0.0] 
1622504426554 [vl:0.0 vr:0.0 yaw:0.0] 
1622504426602 [vl:0.0 vr:0.0 yaw:0.0] 
1622504426654 [vl:0.0 vr:0.0 yaw:0.0] 
1622504426719 [vl:0.0 vr:0.0 yaw:0.0] 
1622504426749 [vl:0.0 vr:0.0 yaw:0.0] 
1622504426802 [vl:0.0 vr:0.0 yaw:0.0] 
1622504426849 [vl:0.0 vr:0.0 yaw:0.0] 
1622504426902 [vl:0.0 vr:0.0 yaw:0.0] 
1622504426954 [vl:0.0 vr:0.0 yaw:0.0] 
1622504427006 [vl:0.0 vr:0.0 yaw:0.0] 
1622504427054 [vl:0.0 vr:0.0 yaw:0.0] 
1622504427102 [vl:0.0 vr:0.0 yaw:0.0] 
1622504427149 [vl:0.0 vr:0.0 yaw:0.0] 
1622504427202 [vl:0.0 vr:0.0 yaw:0.0] 
1622504427249 [vl:0.0 vr:0.0 yaw:0.0] 
1622504427302 [vl:0.0 vr:0.0 yaw:0.0] 
1622504427354 [vl:0.0 vr:0.0 yaw:0.0] 
1622504427406 [vl:0.0 vr:0.0 yaw:0.0] 
1622504427449 [vl:0.0 vr:0.0 yaw:0.0] 
1622504427502 [vl:0.0 vr:0.0 yaw:0.0] 
1622504427553 [vl:0.0 vr:0.0 yaw:0.0] 
1622504427602 [vl:0.0 vr:0.0 yaw:0.0] 
1622504427650 [vl:0.0 vr:0.0 yaw:0.0] 
1622504427705 [vl:0.0 vr:0.0 yaw:0.0] 
1622504427754 [vl:0.0 vr:0.0 yaw:0.0] 
1622504427802 [vl:0.0 vr:0.0 yaw:0.0] 
1622504427854 [vl:0.0 vr:0.0 yaw:0.0] 
1622504427902 [vl:0.0 vr:0.0 yaw:0.0] 
1622504427953 [vl:0.0 vr:0.0 yaw:0.0] 
1622504428005 [vl:0.0 vr:0.0 yaw:0.0] 
1622504428054 [vl:0.0 vr:0.0 yaw:0.0] 
1622504428106 [vl:0.0 vr:0.0 yaw:0.0] 
1622504428154 [vl:0.0 vr:0.0 yaw:0.0] 
1622504428202 [vl:0.0 vr:0.0 yaw:0.0] 
1622504428258 [vl:0.0 vr:0.0 yaw:0.0] 
1622504428302 [vl:0.0 vr:0.0 yaw:0.0] 
1622504428353 [vl:0.0 vr:0.0 yaw:0.0] 
1622504428402 [vl:0.0 vr:0.0 yaw:0.0] 
1622504428454 [vl:0.0 vr:0.0 yaw:0.0] 
1622504428502 [vl:0.0 vr:0.0 yaw:0.0] 
1622504428550 [vl:0.0 vr:0.0 yaw:0.0] 
1622504428602 [vl:0.0 vr:0.0 yaw:0.0] 
1622504428649 [vl:0.0 vr:0.0 yaw:0.0] 
1622504428702 [vl:0.0 vr:0.0 yaw:0.0] 
1622504428749 [vl:0.0 vr:0.0 yaw:0.0] 
1622504428809 [vl:0.0 vr:0.0 yaw:0.0] 
1622504428849 [vl:0.0 vr:0.0 yaw:0.0] 
1622504428902 [vl:0.0 vr:0.0 yaw:0.0] 
1622504428949 [vl:0.0 vr:0.0 yaw:0.0] 
1622504429002 [vl:0.0 vr:0.0 yaw:0.0] 
1622504429049 [vl:0.0 vr:0.0 yaw:0.0] 
1622504429103 [vl:0.0 vr:0.0 yaw:0.0] 
1622504429154 [vl:0.0 vr:0.0 yaw:0.0] 
1622504429202 [vl:0.0 vr:0.0 yaw:0.0] 
1622504429249 [vl:0.0 vr:0.0 yaw:0.0] 
1622504429302 [vl:0.0 vr:0.0 yaw:0.0] 
1622504429349 [vl:0.0 vr:0.0 yaw:0.0] 
1622504429402 [vl:0.0 vr:0.0 yaw:0.0] 
1622504429454 [vl:0.0 vr:0.0 yaw:0.0] 
1622504429502 [vl:0.0 vr:0.0 yaw:0.0] 
1622504429554 [vl:0.0 vr:0.0 yaw:0.0] 
1622504429602 [vl:0.0 vr:0.0 yaw:0.0] 
1622504429658 [vl:0.0 vr:0.0 yaw:0.0] 
1622504429702 [vl:0.0 vr:0.0 yaw:0.0] 
1622504429754 [vl:0.0 vr:0.0 yaw:0.0] 
1622504429802 [vl:0.0 vr:0.0 yaw:0.0] 
1622504429854 [vl:0.0 vr:0.0 yaw:0.0] 
1622504429902 [vl:0.0 vr:0.0 yaw:0.0] 
1622504429949 [vl:0.0 vr:0.0 yaw:0.0] 
1622504430002 [vl:0.0 vr:0.0 yaw:0.0] 
1622504430049 [vl:0.0 vr:0.0 yaw:0.0] 
1622504430102 [vl:0.0 vr:0.0 yaw:0.0] 
1622504430149 [vl:0.0 vr:0.0 yaw:0.0] 
1622504430202 [vl:0.0 vr:0.0 yaw:0.0] 
1622504430249 [vl:0.0 vr:0.0 yaw:0.0] 
1622504430302 [vl:0.0 vr:0.0 yaw:0.0] 
1622504430349 [vl:0.0 vr:0.0 yaw:0.0] 
1622504430402 [vl:0.0 vr:0.0 yaw:0.0] 
1622504430458 [vl:0.0 vr:0.0 yaw:0.0] 
1622504430502 [vl:0.0 vr:0.0 yaw:0.0] 
1622504430549 [vl:0.0 vr:0.0 yaw:0.0] 
1622504430601 [vl:0.0 vr:0.0 yaw:0.0] 
1622504430654 [vl:0.0 vr:0.0 yaw:0.0] 
1622504430702 [vl:0.0 vr:0.0 yaw:0.0] 
1622504430754 [vl:0.0 vr:0.0 yaw:0.0] 
1622504430803 [vl:0.0 vr:0.0 yaw:0.0] 
1622504430853 [vl:0.0 vr:0.0 yaw:0.0] 
1622504430902 [vl:0.0 vr:0.0 yaw:0.0] 
1622504430954 [vl:0.0 vr:0.0 yaw:0.0] 
1622504431002 [vl:0.0 vr:0.0 yaw:0.0] 
1622504431054 [vl:0.0 vr:0.0 yaw:0.0] 
1622504431102 [vl:0.0 vr:0.0 yaw:0.0] 
1622504431149 [vl:0.0 vr:0.0 yaw:0.0] 
1622504431202 [vl:0.0 vr:0.0 yaw:0.0] 
1622504431255 [vl:0.0 vr:0.0 yaw:0.0] 
1622504431302 [vl:0.0 vr:0.0 yaw:0.0] 
1622504431354 [vl:0.0 vr:0.0 yaw:0.0] 
1622504431402 [vl:0.0 vr:0.0 yaw:0.0] 
1622504431449 [vl:0.0 vr:0.0 yaw:0.0] 
1622504431502 [vl:0.0 vr:0.0 yaw:0.0] 
1622504431549 [vl:0.0 vr:0.0 yaw:0.0] 
1622504431602 [vl:0.0 vr:0.0 yaw:0.0] 
1622504431649 [vl:0.0 vr:0.0 yaw:0.0] 
1622504431702 [vl:0.0 vr:0.0 yaw:0.0] 
1622504431749 [vl:0.0 vr:0.0 yaw:0.0] 
1622504431802 [vl:0.0 vr:0.0 yaw:0.0] 
1622504431854 [vl:0.0 vr:0.0 yaw:0.0] 
1622504431902 [vl:0.0 vr:0.0 yaw:0.0] 
1622504431953 [vl:0.0 vr:0.0 yaw:0.0] 
1622504432006 [vl:0.0 vr:0.0 yaw:0.0] 
1622504432049 [vl:0.0 vr:0.0 yaw:0.0] 
1622504432102 [vl:0.0 vr:0.0 yaw:0.0] 
1622504432149 [vl:0.0 vr:0.0 yaw:0.0] 
1622504432202 [vl:0.0 vr:0.0 yaw:0.0] 
1622504432253 [vl:0.0 vr:0.0 yaw:0.0] 
1622504432302 [vl:0.0 vr:0.0 yaw:0.0] 
1622504432349 [vl:0.0 vr:0.0 yaw:0.0] 
1622504432402 [vl:0.0 vr:0.0 yaw:0.0] 
1622504432449 [vl:0.0 vr:0.0 yaw:0.0] 
1622504432502 [vl:0.0 vr:0.0 yaw:0.0] 
1622504432554 [vl:0.0 vr:0.0 yaw:0.0] 
1622504432602 [vl:0.0 vr:0.0 yaw:0.0] 
1622504432650 [vl:0.0 vr:0.0 yaw:0.0] 
1622504432702 [vl:0.0 vr:0.0 yaw:0.0] 
1622504432749 [vl:0.0 vr:0.0 yaw:0.0] 
1622504432802 [vl:0.0 vr:0.0 yaw:0.0] 
1622504432849 [vl:0.0 vr:0.0 yaw:0.0] 
1622504432908 [vl:0.0 vr:0.0 yaw:0.0] 
1622504432949 [vl:0.0 vr:0.0 yaw:0.0] 
1622504433002 [vl:0.0 vr:0.0 yaw:0.0] 
1622504433054 [vl:0.0 vr:0.0 yaw:0.0] 
1622504433102 [vl:0.0 vr:0.0 yaw:0.0] 
1622504433149 [vl:0.0 vr:0.0 yaw:0.0] 
1622504433202 [vl:0.0 vr:0.0 yaw:0.0] 
1622504433249 [vl:0.0 vr:0.0 yaw:0.0] 
1622504433302 [vl:0.0 vr:0.0 yaw:0.0] 
1622504433349 [vl:0.0 vr:0.0 yaw:0.0] 
1622504433402 [vl:0.0 vr:0.0 yaw:0.0] 
1622504433455 [vl:0.0 vr:0.0 yaw:0.0] 
1622504433506 [vl:0.0 vr:0.0 yaw:0.0] 
1622504433555 [vl:0.0 vr:0.0 yaw:0.0] 
1622504433602 [vl:0.0 vr:0.0 yaw:0.0] 
1622504433649 [vl:0.0 vr:0.0 yaw:0.0] 
1622504433702 [vl:0.0 vr:0.0 yaw:0.0] 
1622504433758 [vl:0.0 vr:0.0 yaw:0.0] 
1622504433802 [vl:0.0 vr:0.0 yaw:0.0] 
