1622373880148 [Opening serial port: /dev/ttyTHS1.] 
1622373880453 [The robot is connected to ] [/dev/ttyTHS1] 
1622373880453 [Initial robot's topic...] 
1622373880459 [Start initializing navigation] 
1622373880459 [Start initializing navigation topic] 
1622373880495 [Initialization navigation topic finished] 
1622373880501 [Initialization navigation finished] 
1622373880567 [vl:0.0 vr:0.0 yaw:0.0] 
1622373880613 [vl:0.0 vr:0.0 yaw:0.0] 
1622373880665 [vl:0.0 vr:0.0 yaw:0.0] 
1622373880713 [vl:0.0 vr:0.0 yaw:0.0] 
1622373880764 [vl:0.0 vr:0.0 yaw:0.0] 
1622373880812 [vl:0.0 vr:0.0 yaw:0.0] 
1622373880865 [vl:0.0 vr:0.0 yaw:0.0] 
1622373880912 [vl:0.0 vr:0.0 yaw:0.0] 
1622373880964 [vl:0.0 vr:0.0 yaw:0.0] 
1622373881013 [vl:0.0 vr:0.0 yaw:0.0] 
1622373881064 [vl:0.0 vr:0.0 yaw:0.0] 
1622373881113 [vl:0.0 vr:0.0 yaw:0.0] 
1622373881165 [vl:0.0 vr:0.0 yaw:0.0] 
1622373881206 [vl:0.0 vr:0.0 yaw:0.0] 
1622373881264 [vl:0.0 vr:0.0 yaw:0.0] 
1622373881312 [vl:0.0 vr:0.0 yaw:0.0] 
1622373881365 [vl:0.0 vr:0.0 yaw:0.0] 
1622373881413 [vl:0.0 vr:0.0 yaw:0.0] 
1622373881465 [vl:0.0 vr:0.0 yaw:0.0] 
1622373881512 [vl:0.0 vr:0.0 yaw:0.0] 
1622373881565 [vl:0.0 vr:0.0 yaw:0.0] 
1622373881613 [vl:0.0 vr:0.0 yaw:0.0] 
1622373881664 [vl:0.0 vr:0.0 yaw:0.0] 
1622373881712 [vl:0.0 vr:0.0 yaw:0.0] 
1622373881765 [vl:0.0 vr:0.0 yaw:0.0] 
1622373881813 [vl:0.0 vr:0.0 yaw:0.0] 
1622373881864 [vl:0.0 vr:0.0 yaw:0.0] 
1622373881912 [vl:0.0 vr:0.0 yaw:0.0] 
1622373881964 [vl:0.0 vr:0.0 yaw:0.0] 
1622373882012 [vl:0.0 vr:0.0 yaw:0.0] 
1622373882068 [vl:0.0 vr:0.0 yaw:0.0] 
1622373882112 [vl:0.0 vr:0.0 yaw:0.0] 
1622373882164 [vl:0.0 vr:0.0 yaw:0.0] 
1622373882212 [vl:0.0 vr:0.0 yaw:0.0] 
1622373882264 [vl:0.0 vr:0.0 yaw:0.0] 
1622373882313 [vl:0.0 vr:0.0 yaw:0.0] 
1622373882364 [vl:0.0 vr:0.0 yaw:0.0] 
1622373882412 [vl:0.0 vr:0.0 yaw:0.0] 
1622373882465 [vl:0.0 vr:0.0 yaw:0.0] 
