1623073263997 [Opening serial port: /dev/ttyTHS1.] 
1623073264303 [The robot is connected to ] [/dev/ttyTHS1] 
1623073264303 [Initial robot's topic...] 
1623073264309 [Start initializing navigation] 
1623073264309 [Start initializing navigation topic] 
1623073264402 [Initialization navigation topic finished] 
1623073264412 [Initialization navigation finished] 
1623073264447 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264468 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264487 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264507 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264527 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264547 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264567 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264587 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264607 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264627 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264646 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264667 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264686 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264707 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264726 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264747 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264767 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264787 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264806 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264826 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264846 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264866 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264887 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264906 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264928 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264946 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264966 [vl:0.0 vr:0.0 yaw:0.0] 
1623073264987 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265007 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265027 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265047 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265066 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265087 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265106 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265127 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265146 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265167 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265186 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265207 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265226 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265247 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265267 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265286 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265306 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265327 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265351 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265366 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265390 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265407 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265427 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265447 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265467 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265486 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265507 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265527 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265547 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265570 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265586 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265607 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265626 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265647 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265666 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265687 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265706 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265726 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265751 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265766 [vl:0.0 vr:0.0 yaw:0.0] 
1623073265787 [vl:0.0 vr:0.0 yaw:0.0] 
