1622422293244 [Opening serial port: /dev/ttyTHS1.] 
1622422293549 [The robot is connected to ] [/dev/ttyTHS1] 
1622422293549 [Initial robot's topic...] 
1622422293555 [Start initializing navigation] 
1622422293555 [Start initializing navigation topic] 
1622422293592 [Initialization navigation topic finished] 
1622422293608 [Initialization navigation finished] 
1622422293680 [vl:0.0 vr:0.0 yaw:0.0] 
1622422293731 [vl:0.0 vr:0.0 yaw:0.0] 
1622422293779 [vl:0.0 vr:0.0 yaw:0.0] 
1622422293832 [vl:0.0 vr:0.0 yaw:0.0] 
1622422293879 [vl:0.0 vr:0.0 yaw:0.0] 
1622422293931 [vl:0.0 vr:0.0 yaw:0.0] 
1622422293979 [vl:0.0 vr:0.0 yaw:0.0] 
1622422294031 [vl:0.0 vr:0.0 yaw:0.0] 
1622422294080 [vl:0.0 vr:0.0 yaw:0.0] 
1622422294135 [vl:0.0 vr:0.0 yaw:0.0] 
1622422294179 [vl:0.0 vr:0.0 yaw:0.0] 
1622422294232 [vl:0.0 vr:0.0 yaw:0.0] 
1622422294279 [vl:0.0 vr:0.0 yaw:0.0] 
1622422294331 [vl:0.0 vr:0.0 yaw:0.0] 
1622422294379 [vl:0.0 vr:0.0 yaw:0.0] 
1622422294432 [vl:0.0 vr:0.0 yaw:0.0] 
1622422294479 [vl:0.0 vr:0.0 yaw:0.0] 
1622422294532 [vl:0.0 vr:0.0 yaw:0.0] 
1622422294579 [vl:0.0 vr:0.0 yaw:0.0] 
1622422294631 [vl:0.0 vr:0.0 yaw:0.0] 
1622422294679 [vl:0.0 vr:0.0 yaw:0.0] 
1622422294731 [vl:0.0 vr:0.0 yaw:0.0] 
1622422294779 [vl:0.0 vr:0.0 yaw:0.0] 
1622422294831 [vl:0.0 vr:0.0 yaw:0.0] 
1622422294879 [vl:0.0 vr:0.0 yaw:0.0] 
1622422294931 [vl:0.0 vr:0.0 yaw:0.0] 
1622422294979 [vl:0.0 vr:0.0 yaw:0.0] 
1622422295031 [vl:0.0 vr:0.0 yaw:0.0] 
1622422295079 [vl:0.0 vr:0.0 yaw:0.0] 
1622422295132 [vl:0.0 vr:0.0 yaw:0.0] 
1622422295179 [vl:0.0 vr:0.0 yaw:0.0] 
1622422295231 [vl:0.0 vr:0.0 yaw:0.0] 
1622422295280 [vl:0.0 vr:0.0 yaw:0.0] 
