1622893249556 [Opening serial port: /dev/ttyTHS1.] 
1622893249868 [The robot is connected to ] [/dev/ttyTHS1] 
1622893249868 [Initial robot's topic...] 
1622893249889 [Start initializing navigation] 
1622893249889 [Start initializing navigation topic] 
1622893250037 [Initialization navigation topic finished] 
1622893250042 [Initialization navigation finished] 
1622893250108 [vl:0.0 vr:0.0 yaw:0.0] 
1622893250171 [vl:0.0 vr:0.0 yaw:0.0] 
1622893250206 [vl:0.0 vr:0.0 yaw:0.0] 
1622893250255 [vl:0.0 vr:0.0 yaw:0.0] 
1622893250307 [vl:0.0 vr:0.0 yaw:0.0] 
1622893250354 [vl:0.0 vr:0.0 yaw:0.0] 
1622893250406 [vl:0.0 vr:0.0 yaw:0.0] 
1622893250454 [vl:0.0 vr:0.0 yaw:0.0] 
1622893250506 [vl:0.0 vr:0.0 yaw:0.0] 
1622893250559 [vl:0.0 vr:0.0 yaw:0.0] 
1622893250606 [vl:0.0 vr:0.0 yaw:0.0] 
1622893250661 [vl:0.0 vr:0.0 yaw:0.0] 
1622893250706 [vl:0.0 vr:0.0 yaw:0.0] 
1622893250754 [vl:0.0 vr:0.0 yaw:0.0] 
1622893250806 [vl:0.0 vr:0.0 yaw:0.0] 
1622893250854 [vl:0.0 vr:0.0 yaw:0.0] 
1622893250906 [vl:0.0 vr:0.0 yaw:0.0] 
1622893250954 [vl:0.0 vr:0.0 yaw:0.0] 
1622893251008 [vl:0.0 vr:0.0 yaw:0.0] 
1622893251067 [vl:0.0 vr:0.0 yaw:0.0] 
1622893251105 [vl:0.0 vr:0.0 yaw:0.0] 
1622893251154 [vl:0.0 vr:0.0 yaw:0.0] 
1622893251214 [vl:0.0 vr:0.0 yaw:0.0] 
1622893251254 [vl:0.0 vr:0.0 yaw:0.0] 
1622893251306 [vl:0.0 vr:0.0 yaw:0.0] 
1622893251374 [vl:0.0 vr:0.0 yaw:0.0] 
1622893251406 [vl:0.0 vr:0.0 yaw:0.0] 
1622893251465 [vl:0.0 vr:0.0 yaw:0.0] 
1622893251514 [vl:0.0 vr:0.0 yaw:0.0] 
1622893251559 [vl:0.0 vr:0.0 yaw:0.0] 
1622893251607 [vl:0.0 vr:0.0 yaw:0.0] 
1622893251657 [vl:0.0 vr:0.0 yaw:0.0] 
1622893251706 [vl:0.0 vr:0.0 yaw:0.0] 
1622893251760 [vl:0.0 vr:0.0 yaw:0.0] 
1622893251806 [vl:0.0 vr:0.0 yaw:0.0] 
1622893251854 [vl:0.0 vr:0.0 yaw:0.0] 
1622893251921 [vl:0.0 vr:0.0 yaw:0.0] 
1622893251954 [vl:0.0 vr:0.0 yaw:0.0] 
1622893252007 [vl:0.0 vr:0.0 yaw:0.0] 
1622893252060 [vl:0.0 vr:0.0 yaw:0.0] 
1622893252105 [vl:0.0 vr:0.0 yaw:0.0] 
1622893252154 [vl:0.0 vr:0.0 yaw:0.0] 
1622893252207 [vl:0.0 vr:0.0 yaw:0.0] 
1622893252255 [vl:0.0 vr:0.0 yaw:0.0] 
1622893252306 [vl:0.0 vr:0.0 yaw:0.0] 
1622893252354 [vl:0.0 vr:0.0 yaw:0.0] 
1622893252406 [vl:0.0 vr:0.0 yaw:0.0] 
1622893252458 [vl:0.0 vr:0.0 yaw:0.0] 
1622893252506 [vl:0.0 vr:0.0 yaw:0.0] 
1622893252559 [vl:0.0 vr:0.0 yaw:0.0] 
1622893252610 [vl:0.0 vr:0.0 yaw:0.0] 
1622893252654 [vl:0.0 vr:0.0 yaw:0.0] 
1622893252706 [vl:0.0 vr:0.0 yaw:0.0] 
1622893252754 [vl:0.0 vr:0.0 yaw:0.0] 
1622893252806 [vl:0.0 vr:0.0 yaw:0.0] 
1622893252862 [vl:0.0 vr:0.0 yaw:0.0] 
1622893252906 [vl:0.0 vr:0.0 yaw:0.0] 
1622893252954 [vl:0.0 vr:0.0 yaw:0.0] 
1622893253006 [vl:0.0 vr:0.0 yaw:0.0] 
1622893253054 [vl:0.0 vr:0.0 yaw:0.0] 
1622893253108 [vl:0.0 vr:0.0 yaw:0.0] 
1622893253158 [vl:0.0 vr:0.0 yaw:0.0] 
1622893253206 [vl:0.0 vr:0.0 yaw:0.0] 
1622893253255 [vl:0.0 vr:0.0 yaw:0.0] 
1622893253305 [vl:0.0 vr:0.0 yaw:0.0] 
1622893253366 [vl:0.0 vr:0.0 yaw:0.0] 
1622893253408 [vl:0.0 vr:0.0 yaw:0.0] 
1622893253454 [vl:0.0 vr:0.0 yaw:0.0] 
1622893253513 [vl:0.0 vr:0.0 yaw:0.0] 
1622893253554 [vl:0.0 vr:0.0 yaw:0.0] 
1622893253610 [vl:0.0 vr:0.0 yaw:0.0] 
1622893253656 [vl:0.0 vr:0.0 yaw:0.0] 
1622893253714 [vl:0.0 vr:0.0 yaw:0.0] 
1622893253751 [vl:0.0 vr:0.0 yaw:0.0] 
1622893253806 [vl:0.0 vr:0.0 yaw:0.0] 
1622893253857 [vl:0.0 vr:0.0 yaw:0.0] 
1622893253906 [vl:0.0 vr:0.0 yaw:0.0] 
1622893253954 [vl:0.0 vr:0.0 yaw:0.0] 
1622893254006 [vl:0.0 vr:0.0 yaw:0.0] 
1622893254059 [vl:0.0 vr:0.0 yaw:0.0] 
1622893254111 [vl:0.0 vr:0.0 yaw:0.0] 
1622893254154 [vl:0.0 vr:0.0 yaw:0.0] 
1622893254206 [vl:0.0 vr:0.0 yaw:0.0] 
1622893254256 [vl:0.0 vr:0.0 yaw:0.0] 
1622893254306 [vl:0.0 vr:0.0 yaw:0.0] 
1622893254354 [vl:0.0 vr:0.0 yaw:0.0] 
1622893254406 [vl:0.0 vr:0.0 yaw:0.0] 
1622893254454 [vl:0.0 vr:0.0 yaw:0.0] 
1622893254516 [vl:0.0 vr:0.0 yaw:0.0] 
1622893254560 [vl:0.0 vr:0.0 yaw:0.0] 
1622893254606 [vl:0.0 vr:0.0 yaw:0.0] 
1622893254658 [vl:0.0 vr:0.0 yaw:0.0] 
1622893254706 [vl:0.0 vr:0.0 yaw:0.0] 
1622893254758 [vl:0.0 vr:0.0 yaw:0.0] 
1622893254806 [vl:0.0 vr:0.0 yaw:0.0] 
1622893254854 [vl:0.0 vr:0.0 yaw:0.0] 
1622893254906 [vl:0.0 vr:0.0 yaw:0.0] 
1622893254954 [vl:0.0 vr:0.0 yaw:0.0] 
1622893255006 [vl:0.0 vr:0.0 yaw:0.0] 
1622893255054 [vl:0.0 vr:0.0 yaw:0.0] 
1622893255105 [vl:0.0 vr:0.0 yaw:0.0] 
1622893255154 [vl:0.0 vr:0.0 yaw:0.0] 
1622893255206 [vl:0.0 vr:0.0 yaw:0.0] 
1622893255257 [vl:0.0 vr:0.0 yaw:0.0] 
1622893255306 [vl:0.0 vr:0.0 yaw:0.0] 
1622893255360 [vl:0.0 vr:0.0 yaw:0.0] 
1622893255406 [vl:0.0 vr:0.0 yaw:0.0] 
1622893255457 [vl:0.0 vr:0.0 yaw:0.0] 
1622893255510 [vl:0.0 vr:0.0 yaw:0.0] 
1622893255554 [vl:0.0 vr:0.0 yaw:0.0] 
1622893255607 [vl:0.0 vr:0.0 yaw:0.0] 
1622893255654 [vl:0.0 vr:0.0 yaw:0.0] 
1622893255705 [vl:0.0 vr:0.0 yaw:0.0] 
1622893255754 [vl:0.0 vr:0.0 yaw:0.0] 
1622893255826 [vl:0.0 vr:0.0 yaw:0.0] 
1622893255854 [vl:0.0 vr:0.0 yaw:0.0] 
1622893255906 [vl:0.0 vr:0.0 yaw:0.0] 
1622893255954 [vl:0.0 vr:0.0 yaw:0.0] 
1622893256006 [vl:0.0 vr:0.0 yaw:0.0] 
1622893256066 [vl:0.0 vr:0.0 yaw:0.0] 
1622893256106 [vl:0.0 vr:0.0 yaw:0.0] 
1622893256154 [vl:0.0 vr:0.0 yaw:0.0] 
1622893256206 [vl:0.0 vr:0.0 yaw:0.0] 
