1622890945691 [Opening serial port: /dev/ttyTHS1.] 
1622890945997 [The robot is connected to ] [/dev/ttyTHS1] 
1622890945997 [Initial robot's topic...] 
1622890946002 [Start initializing navigation] 
1622890946002 [Start initializing navigation topic] 
1622890946083 [Initialization navigation topic finished] 
1622890946088 [Initialization navigation finished] 
1622890946154 [vl:0.0 vr:0.0 yaw:0.0] 
1622890946209 [vl:0.0 vr:0.0 yaw:0.0] 
1622890946249 [vl:0.0 vr:0.0 yaw:0.0] 
1622890946302 [vl:0.0 vr:0.0 yaw:0.0] 
1622890946349 [vl:0.0 vr:0.0 yaw:0.0] 
1622890946402 [vl:0.0 vr:0.0 yaw:0.0] 
1622890946449 [vl:0.0 vr:0.0 yaw:0.0] 
1622890946502 [vl:0.0 vr:0.0 yaw:0.0] 
1622890946549 [vl:0.0 vr:0.0 yaw:0.0] 
1622890946602 [vl:0.0 vr:0.0 yaw:0.0] 
1622890946649 [vl:0.0 vr:0.0 yaw:0.0] 
1622890946703 [vl:0.0 vr:0.0 yaw:0.0] 
1622890946759 [vl:0.0 vr:0.0 yaw:0.0] 
1622890946802 [vl:0.0 vr:0.0 yaw:0.0] 
1622890946849 [vl:0.0 vr:0.0 yaw:0.0] 
1622890946902 [vl:0.0 vr:0.0 yaw:0.0] 
1622890946949 [vl:0.0 vr:0.0 yaw:0.0] 
1622890947002 [vl:0.0 vr:0.0 yaw:0.0] 
1622890947049 [vl:0.0 vr:0.0 yaw:0.0] 
1622890947102 [vl:0.0 vr:0.0 yaw:0.0] 
1622890947149 [vl:0.0 vr:0.0 yaw:0.0] 
1622890947202 [vl:0.0 vr:0.0 yaw:0.0] 
1622890947249 [vl:0.0 vr:0.0 yaw:0.0] 
1622890947302 [vl:0.0 vr:0.0 yaw:0.0] 
1622890947353 [vl:0.0 vr:0.0 yaw:0.0] 
1622890947402 [vl:0.0 vr:0.0 yaw:0.0] 
1622890947449 [vl:0.0 vr:0.0 yaw:0.0] 
1622890947502 [vl:0.0 vr:0.0 yaw:0.0] 
1622890947554 [vl:0.0 vr:0.0 yaw:0.0] 
